country_region_winery 
"Frankrig,Haut-Médoc,Château Bellegrave du Poujeau"
"Italien,Chianti Classico,Castello della Paneretta"
"Italien,Chianti,Cosimo Maria Masini"
"Italien,Etna,Benanti"
"Italien,Langhe,Cascina Roccalini"
"Italien,Toscana,Poggio di Guardia"
"Frankrig,Crémant de Bourgogne,Domaine de la Creuze Noire"
"Italien,Valpolicella Ripasso,Tedeschi"
"Italien,Rubicone,Umberto Cesari"
"Italien,Valpolicella Ripasso Classico,Venturini"
"Italien,Puglia,Progetto Calcarius"
"Italien,Dogliani,Altare"
"Italien,Fiano de Avellino,Antonio Caggiano"
"Italien,Dogliani,Abbona"
"Spanien,Priorat,Ardèvol"
"Italien,Bolgheri,Campo alle Comete"
"Frankrig,Côtes-du-Rhône-Villages,Château La Nerthe"
"Frankrig,Vacqueyras,Alain Jaume"
"Italien,Valle D'aosta,Les Crêtes"
"Italien,Taurasi,Nativ"
"Italien,Colli di Luni,Terenzuola"
"Frankrig,Côteaux du Layon,Domaine des Baumard"
"Italien,Montefalco Sagrantino,Còlpetrone"
"Italien,Montepulciano d'Abruzzo,La Valentina"
"Spanien,Rioja,Remírez de Ganuza"
"Østrig,Wien,Hajszan Neumann"
"Tyskland,Pfalz,Schieferkopf"
"Italien,Piemonte,Bricco dei Guazzi"
"Spanien,Penedès,Parés Baltà"
"Italien,Morellino di Scansano,Belguardo"
"Spanien,Toro,Iturria"
"Italien,Bolgheri,Giorgio Meletti Cavallari"
"Italien,Conegliano-Valdobbiadene Prosecco Superiore,Bisol"
"Spanien,Jerez-Xérès-Sherry,Delgado Zuleta"
"USA,Santa Lucia Highlands,Secret Cellars"
"Italien,Dolcetto d'Alba,Elvio Cogno"
"Italien,Rosso Piceno,Bucci"
"Italien,Nebbiolo d'Alba,Teo Costa"
"Frankrig,Mâcon-Chaintré,Cornin"
"Frankrig,Lalande-de-Pomerol,Jean-Louis Trocard"
"Frankrig,Limoux,Château Rives-Blanques"
"Italien,Terre Siciliane,Cortese"
"Frankrig,Côtes de Provence,Château Henri Bonnaud"
"Italien,Colli Orientali del Friuli,I Clivi"
"Spanien,Rías Baixas,Morgadío"
"Spanien,Manchuela,Bodegas Gratias"
"Italien,Barbera d'Asti,Braida"
"Frankrig,Cadillac - Côtes de Bordeaux,Château de Ricaud"
"Italien,Friuli,Sun Goddess"
"Italien,Langhe,Marchesi di Gresy"
"Frankrig,Lirac,Alain Jaume"
"Frankrig,Castillon - Côtes de Bordeaux,Château de Gardegan"
"Italien,Morellino di Scansano,Vigne a Porrona"
"Italien,Barbera d'Alba,Chionetti"
"Frankrig,Costières-de-Nîmes,Marc Kreydenweiss"
"Italien,Orvieto Classico,Decugnano dei Barbi"
"Spanien,Ribera del Duero,Zifar"
"Tyskland,Ahr,Burggarten"
"Italien,Colli Orientali del Friuli,Ronchi di Cialla"
"Chile,Valle de Maipo,Chono"
"Frankrig,Ventoux,Mègaphone"
"Italien,Barbera d'Asti,Garesio"
"Italien,Puglia,Tommasi"
"Frankrig,Côtes de Provence,Château Léoube"
"USA,Mendocino,Bliss"
"Italien,Barbera d'Alba,Diego Pressenda - La Torricella"
"Italien,Elba,Valle di Lazzaro"
"Italien,Costa Toscana,Tenuta di Ghizzano"
"Tyskland,Baden,Lennard"
"Italien,Calabrien,Cantine Benvenuto"
"Italien,Parrina,Fattoria la Parrina"
"Italien,Langhe,Ciabot Berton"
"Frankrig,Montagne-Saint-Émilion,Château Rocher Calon"
"Tyskland,Rheinhessen,Gutzler"
"Spanien,Catalunya,Autòcton Celler"
"Italien,Veneto,Calalta"
"Italien,Etna,Al-Cantara"
"USA,Californien,Bliss"
"Italien,Veneto,Case Paolin"
"Frankrig,Collioure,Domaine Lafage"
"Italien,Rubicone,San Valentino"
"Italien,Puglia,Terre di San Vito"
"Italien,Valpolicella Ripasso,Costa Arente"
"Italien,Rosso di Montalcino,Cecchi"
"Frankrig,Saint-Émilion,Michel Lynch"
"Spanien,Galicien,Fedellos do Couto"
"Spanien,Rioja,Nestares Eguizabal"
"Italien,Dogliani,Pecchenino"
"Frankrig,Haut-Médoc,Château de Camensac"
"Italien,Colli Tortonesi,Fontanafredda"
"Italien,Chianti Classico,Coltibuono"
"Italien,Barbera d'Asti,Tenuta dei Fiori"
"Italien,Barolo,Le Radici"
"Italien,Roero,Deltetto"
"Frankrig,Fleurie,Dominique Piron"
"New Zealand,Marlborough,Caythorpe Family Estate"
"Italien,Amarone della Valpolicella,Montigoli"
"Italien,Riviera Ligure di Ponente,Massimo Alessandri"
"Italien,Venezia Giulia,Schiopetto"
"Italien,Dolcetto d'Alba,Azelia"
"Italien,Aglianico del Vulture,Grifalco"
"Frankrig,Côte Chalonnaise,Domaine de l'Évêché"
"Italien,Barbera d'Asti,Cascina Gilli"
"Italien,Barbera d'Asti,Coppo"
"Italien,Mamertino di Milazzo,Vigna Nica"
"Østrig,Neusiedlersee,Judith Beck"
"Frankrig,Bordeaux,Château Gombaude-Guillot"
"Italien,Verduno,Castello di Verduno"
"Frankrig,Champagne,Montaudon"
"USA,Sonoma County,Louis M. Martini"
"Italien,Primitivo di Manduria,Varvaglione"
"Frankrig,Crémant de Bourgogne,Paul Delane"
"Spanien,Bierzo,Raúl Pérez"
"Argentina,Mendoza,Séptima"
"Italien,Vino Nobile di Montepulciano,Avignonesi"
"Italien,Bolgheri,Le Macchiole"
"Frankrig,Côtes-du-Rhône,Château de Beaucastel"
"Italien,Etna,Tenuta delle Terre Nere"
"Frankrig,Saint-Drézéry,Château Puech-Haut"
"Portugal,Douro,Quinta do Vesuvio"
"USA,Paso Robles,The Fableist"
"New Zealand,Martinborough,Craggy Range"
"Portugal,Douro,Churchill's"
"USA,Californien,Wines from Hahn Estate"
"Spanien,Rías Baixas,Mar de Frades"
"Portugal,Alentejano,Malhadinha Nova"
"Spanien,Montsant,Acustic Celler"
"Australien,Barossa,Peter Lehmann"
"Frankrig,Chablis,Billaud-Simon"
"Spanien,Ribera del Duero,Antídoto"
"Italien,Sant'Antimo,Casanova di Neri"
"Spanien,Ribera del Duero,Viña Pedrosa"
"Frankrig,Graves,Clos Floridène"
"USA,Red Hills Lake County,Obsidian Ridge"
"Frankrig,Médoc,Château Preuillac"
"Frankrig,Haut-Médoc,Château La Tour Carnet"
"USA,Columbia Valley,Eroica"
"Portugal,Porto,Pacheca"
"Italien,Moscato d'Asti,Vietti"
"Frankrig,Crémant du Jura,Jean François Ganevat"
"Frankrig,Bourgogne Epineuil,Dominique Gruhier"
"Portugal,Douro,Quinta das Tecedeiras"
"Frankrig,Chablis,Jean-Paul & Benoit Droin"
"Frankrig,Haut-Médoc,Château Larose Perganson"
"Italien,Chianti Classico,San Leonino"
"Frankrig,Margaux,Château Tayac"
"Italien,Barolo,Giacosa Fratelli"
"Spanien,Alicante,Bodegas El Sequé"
"Frankrig,Gigondas,Château du Trignon"
"USA,Dry Creek Valley,Frei Brothers"
"Portugal,Douro,Roquette & Cazes"
"Tyskland,Baden,Shelter Winery"
"Frankrig,Pessac-Léognan,Château Picque Caillou"
"Italien,Chianti,Dievole"
"Frankrig,Médoc,Château Rollan de By"
"Italien,Morellino di Scansano,Fattoria di Magliano"
"Frankrig,Morgon,Daniel Bouland"
"Italien,Bolgheri,Campo Alla Sughera"
"Frankrig,Pessac-Léognan,Château de Fieuzal"
"Spanien,Priorat,Gratavinum"
"Italien,Valpolicella Classico,Zýmē"
"Italien,Umbrien,Fongoli"
"Spanien,Ribera del Duero,Dominio Fournier"
"Chile,Rapel-dalen,Lapostolle"
"USA,Willamette Valley,Grochau Cellars"
"Frankrig,Côtes du Roussillon Villages,Le Roc des Anges"
"Frankrig,Lalande-de-Pomerol,Château l'Ancestral"
"Frankrig,Saint-Estèphe,Château la Haye"
"Italien,Valpolicella Ripasso Classico,Guerrieri Rizzardi"
"USA,North Coast,Guenoc"
"Frankrig,Beaujolais,Marc Delienne"
"Portugal,Douro,Quinta do Tedo"
"Spanien,Rioja,Tentenublo"
"Italien,Vino Nobile di Montepulciano,Le Bèrne"
"Frankrig,Alsace,Marcel Deiss"
"New Zealand,Marlborough,Duck Hunter"
"Italien,Nebbiolo d'Alba,Demarie"
"Australien,Barossa,Torbreck"
"Frankrig,Régnié,G. Descombes"
"Portugal,Porto,Quinta Nova de Nossa Senhora do Carmo"
"Frankrig,Crémant de Bordeaux,Jean-Baptiste Audy"
"Italien,Barbera d'Alba,Marcarini"
"Frankrig,Lalande-de-Pomerol,Château des Annereaux"
"Sydafrika,Stellenbosch,Grangehurst"
"Frankrig,Chablis,Domaine des Malandes"
"Italien,Vittoria,Planeta"
"Sydafrika,Stellenbosch,Uva Mira Mountain Vineyards"
"Australien,McLaren Vale,Kangarilla Road"
"Italien,Carso,Kante"
"Italien,Emilia,La Stoppa"
"Spanien,Rioja,Palacio del Burgo"
"Italien,Barbera d'Alba,Oddero"
"Portugal,Vinho Verde,Solar de Serrade"
"Frankrig,Puisseguin-Saint-Émilion,Château Rigaud"
"Italien,Valpolicella Classico,Roberto Mazzi"
"Italien,Collio,Raccaro"
"Italien,Rosso di Montalcino,Tenuta San Giorgio"
"Frankrig,Petit Chablis,Christophe et Fils"
"Frankrig,Pouilly-Fumé,Domaine Champeau"
"Italien,Barbaresco,Giacosa Fratelli"
"Italien,Valpolicella Ripasso Classico,David Sterza"
"Italien,Chianti Classico,Poggio Civetta"
"Portugal,Almeirim,Casal Branco"
"Italien,Valpolicella Ripasso,Provolo"
"Frankrig,Côtes de Provence,Domaine de La Vivonne"
"Frankrig,Gigondas,Les Goubert"
"Italien,Vino Nobile di Montepulciano,Il Molinaccio di Montepulciano"
"Italien,Barbera d'Alba,Pira Luigi"
"Italien,Valpolicella Classico,Meroni"
"Chile,Colchagua Valley,Maquis"
"Italien,Taurasi,I Capitani"
"Italien,Bramaterra,Colombera & Garella"
"Italien,Toscana,La Madonnina"
"Portugal,Douro,Quinta da Corte"
"Frankrig,Chablis,Francine et Olivier Savary"
"Italien,Vermentino di Sardegna,Cantina del Vermentino-Monti"
"Italien,Sydtyrol - Alto Adige,Ansitz Waldgries"
"Frankrig,Saint-Julien,Château La Bridane (Chateau Moulin de la Bridane)"
"Frankrig,Bourgogne,Seigneurie de Posanges"
"Italien,Chianti Classico,Il Molino di Grace"
"Italien,Rosso di Montepulciano,Casale Daviddi"
"Frankrig,Fleurie,Domaine de Fa"
"Frankrig,Côteaux du Layon,Domaine des Sablonnettes"
"Argentina,Tupungato,Cuatro Manos"
"Italien,Valle D'aosta,Ottin - Viticulteur Encaveur"
"Sydafrika,Paarl,Rupert & Rothschild"
"Frankrig,Sancerre,Vincent Pinard"
"Frankrig,Fronsac,Château de la Dauphine"
"Frankrig,Margaux,Denis Lurton"
"Italien,Barbera d'Asti,Villa Terlina"
"Italien,Vino Nobile di Montepulciano,Bindella - Tenuta Vallocaia"
"Frankrig,Brouilly,G. Descombes"
"Frankrig,Chablis,Domaine Passy le Clou"
"Frankrig,Gigondas,Gigondas La Cave"
"Frankrig,Chablis,Roland Lavantureux"
"Frankrig,Montagny,Millebuis"
"Italien,Rosso di Montalcino,La Fornace"
"Tyskland,Mölsheim,Battenfeld Spanier"
"Frankrig,Mâcon-Loché,Clos des Rocs"
"Frankrig,Petit Chablis,Domaine des Hâtes"
"USA,Willamette Valley,Cedar + Salmon"
"Italien,Barbaresco,BelColle"
"Frankrig,Bandol,Domaine de Terrebrune"
"Frankrig,Chénas,Paul Henri Thillardon"
"Italien,Piemonte,Marchesi Alfieri"
"New Zealand,Marlborough,Massey Dacta"
"Spanien,Bullas,La del Terreno"
"Italien,Friuli-Venezia Giulia,Sturm"
"Italien,Terre Siciliane,Hibiscus"
"Sydafrika,Stellenbosch,Oldenburg Vineyards"
"Frankrig,Sancerre,Alphonse Mellot"
"Frankrig,Saint-Joseph,Louis Chèze"
"Frankrig,Cheverny,Domaine de Veilloux"
"USA,Paso Robles,Tobin James Cellars"
"Frankrig,Margaux,Château Prieuré-Lichine"
"Frankrig,Castillon - Côtes de Bordeaux,Domaine de l'A"
"Frankrig,Gigondas,Yves Cheron"
"Italien,Friuli-Venezia Giulia,La Viarte"
"Italien,Toscana,La Massa"
"Frankrig,Châteauneuf-du-Pape,Camille Cayran"
"Frankrig,Fleurie,G. Descombes"
"Frankrig,Morgon,Kevin Descombes"
"New Zealand,Nelson,Neudorf Vineyards"
"Sydafrika,Cape Point,Cape Point Vineyards"
"Frankrig,Haut-Médoc,Château Odilon"
"Frankrig,Margaux,Château La Tour de Bessan"
"Frankrig,Bourgogne,Clos du Moulin Aux Moines"
"Frankrig,Saint-Véran,Domaine Saumaize-Michelin"
"Sydafrika,Paarl,Veenwouden"
"Frankrig,Santenay,Domaine Borgeot"
"Italien,Vino Nobile di Montepulciano,San Fabiano"
"Frankrig,Chorey-lès-Beaune,Domaine Machard de Gramont"
"Italien,Collio,Venica & Venica"
"Italien,Langhe,Cascina Corte"
"Sydafrika,Elgin,Lothian Vineyards"
"Spanien,Ribera del Duero,Peñafiel"
"New Zealand,Hawke's Bay,Tony Bish"
"Italien,Chianti Classico,Buondonno"
"Italien,Maremma Toscana,Grillesino"
"Frankrig,Lirac,Domaine de la Mordorée"
"Frankrig,Bourgogne,Domaine Edmond Cornu & Fils"
"Frankrig,Sainte-Foy-Bordeaux,Château Couronneau"
"Frankrig,Alsace,Domaine Schoffit"
"Italien,Vino Nobile di Montepulciano,Nottola"
"Portugal,Porto,Porto Menéres"
"Italien,Trentino-Alto Adige,Hartmann Donà"
"Sydafrika,Stellenbosch,Botanica"
"Italien,Etna,Giovanni Rosso"
"New Zealand,Gimblett Gravels,Trinity Hill"
"Italien,Barbera d'Alba,Voerzio Alberto"
"Italien,Roero,Malabaila"
"Portugal,Lissabon,Quinta do Pinto"
"Italien,Valpolicella Classico,Bertani"
"Portugal,Douro,Marcio Lopes"
"Frankrig,Vacqueyras,Les Grandes Serres"
"Frankrig,Saint-Estèphe,Château Tour de Pez"
"Frankrig,Sauternes,Château Liot"
"Frankrig,Chinon,Fabrice Gasnier"
"Frankrig,Terrasses du Larzac,Château de Jonquières"
"Italien,Salina,Barone di Villagrande"
"Tyskland,Franken,Am Stein"
"Italien,Dogliani,Francesco Versio"
"USA,Santa Barbara County,Babcock"
"Frankrig,Alsace,Andre Kientzler"
"Frankrig,Saint-Émilion Grand Cru,Château Penin"
"Frankrig,Gigondas,Domaine de l'Espigouette"
"New Zealand,Gisborne,Millton"
"Italien,Vino Nobile di Montepulciano,Carpineto"
"Italien,Sydtyrol - Alto Adige,Weingut Abraham"
"Italien,Montecucco,Pianirossi"
"Italien,Villamagna,Valle Martello"
"Frankrig,Saumur,Bruno Dubois"
"Frankrig,Auxey-Duresses,Labry"
"Frankrig,Sancerre,Thierry Merlin Cherrier"
"Italien,Sangiovese di Romagna,Celli"
"Tyskland,Pfalz,Stefan Meyer"
"Italien,Langhe,Roccheviberti"
"Frankrig,Bordeaux Supérieur,Château Ferreyres"
"Frankrig,Gigondas,Domaine du Gour de Chaule"
"Frankrig,Montagny,André Goichot"
"Frankrig,Alsace,Kuentz-Bas"
"Spanien,Conca de Barberà,Cara Nord"
"Italien,Taurasi,Villa Raiano"
"New Zealand,Waipara,Massey Dacta"
"Spanien,Sierra de Salamanca,Dominio de la Sierra"
"Spanien,Sierras de Málaga,Sedella"
"Sydafrika,Stellenbosch,Knorhoek"
"Italien,Langhe,Attilio Ghisolfi"
"Italien,Greco di Tufo,Villa Raiano"
"Sydafrika,Paarl,Windmeul Kelder Cellar"
"Frankrig,Vacqueyras,Roucas Toumba"
"Frankrig,Haut-Médoc,Château Pontoise Cabarrus"
"Frankrig,Languedoc,Mas Jullien"
"Østrig,Niederösterreich,Graf Hardegg"
"New Zealand,Waipara,Koyama"
"USA,Californien,Meiomi"
"Italien,Abruzzo,Farnese"
"Spanien,Ribera del Duero,Tinto Pesquera"
"Spanien,Cava,Bohigas"
"Italien,Vino Nobile di Montepulciano,La Braccesca"
"Italien,Chianti Classico,Isole e Olena"
"Argentina,Paraje Altamira,Catena"
"Frankrig,Champagne,Léon Launois"
"Frankrig,Champagne,Louis Armand"
"USA,Sonoma County,Tuli"
"USA,Californien,Angeline"
"Spanien,Rías Baixas,Terras Gauda"
"Argentina,La Consulta,Catena"
"Spanien,Rioja,Bodegas Roda"
"Spanien,Cava,Gramona"
"Italien,Rosso di Montalcino,Casanova di Neri"
"USA,Paso Robles,DAOU"
"USA,Paso Robles,Broadside"
"Italien,Barbera d'Alba,Viberti Giovanni"
"Frankrig,Côtes de Provence,Domaines Ott"
"Italien,Rosso di Montalcino,Mastrojanni"
"USA,Californien,Block Nine"
"Frankrig,Graves,Château de Landiras"
"Australien,Barossa Valley,Two Hands"
"USA,Oregon,Erath"
"Spanien,Rioja,Bodega Contador (Benjamín Romeo)"
"Spanien,Ribeira Sacra,Dominio do Bibei"
"Spanien,Ribera del Duero,Bodegas Valduero"
"Frankrig,Petit Chablis,Jean-Marc Brocard"
"Italien,Chianti Classico,Rocca di Castagnoli"
"Spanien,Castilla y León,Ossian"
"New Zealand,Martinborough,Ata Rangi"
"Argentina,Agrelo,Catena"
"Australien,Adelaide Hills,Shaw + Smith"
"Italien,Roero,Prunotto"
"Frankrig,Côtes de Provence,Ultimate Provence"
"Italien,Etna,Palmento Costanzo"
"Italien,Chianti Classico,Castello dei Rampolla"
"New Zealand,Marlborough,Giesen"
"Italien,Cannonau di Sardegna,Giuseppe Sedilesu"
"USA,Sonoma Coast,Sean Minor"
"Italien,Barbera d'Alba,Cordero di Montezemolo"
"Frankrig,Haut-Médoc,Château d'Agassac"
"Italien,Barolo,Luigi Einaudi"
"Italien,Etna,Terrazze dell Etna"
"Frankrig,Margaux,Château du Grand Soussans"
"Spanien,Priorat,Acustic Celler"
"Spanien,Oloroso Sherry,Álvaro Domecq"
"Australien,Barossa Valley,Kaesler"
"Italien,Chianti,Castello di Querceto"
"Italien,Valle d'Itria,Li Veli"
"Spanien,Cava,Castell Sant Antoni"
"Frankrig,Alsace,Domaines Schlumberger"
"Italien,Veneto,Anselmi"
"Italien,Valle D'aosta,Pavese Ermes"
"Italien,Abruzzo,Feudi Bizantini"
"Italien,Ischia,Casa d'Ambra"
"Frankrig,Crémant de Bourgogne,Georges Duboeuf"
"Italien,Langhe,Elvio Cogno"
"Frankrig,Saint-Émilion Grand Cru,Château Haut Gravet"
"Spanien,Montsant,Singulares"
"Frankrig,Côtes-du-Rhône-Villages 'Seguret',Mourchon"
"Frankrig,Chablis,Seguinot-Bordet"
"Italien,Sydtyrol - Alto Adige,Peter Dipoli"
"Italien,Chianti Classico,Castell'in Villa"
"Østrig,Südsteiermark,Gross"
"Spanien,Rioja,D. Mateos"
"Spanien,Valle de la Orotava,Suertes del Marqués"
"Frankrig,Chablis,Domaine du Chardonnay"
"USA,Arroyo Seco,Bonny Doon"
"Italien,Verdicchio dei Castelli di Jesi,Bucci"
"Argentina,Mendoza,Bodega Piedra Negra"
"Italien,Barbaresco,Bosio"
"Israel,Judean Hills,Clos de Gat"
"Frankrig,Bordeaux,Château Suduiraut"
"Australien,Barossa,Head"
"Italien,Langhe,Giovanni Rosso"
"Italien,Barolo,Fratelli Serio & Battista Borgogno"
"Frankrig,Côtes-du-Rhône,Domaine Saint Préfert"
"Italien,Campania,Nativ"
"Frankrig,Chablis,Charly Nicolle"
"Argentina,Gualtallary,BenMarco"
"Italien,Montepulciano d'Abruzzo Colline Teramane,Illuminati"
"Frankrig,Cairanne,Pierre Amadieu"
"USA,Willamette Valley,Sean Minor"
"Italien,Asolo Prosecco,Pale Fox"
"Argentina,Uco Valley,Terrazas de los Andes"
"Italien,Gambellara,Menti Giovanni"
"Italien,Dolcetto d'Alba,Cavallotto"
"Frankrig,Chinon,Domaine de La Noblaie"
"Spanien,Oloroso Sherry,Delgado Zuleta"
"Portugal,Porto,Logismose"
"Italien,Rosso di Montalcino,Talenti"
"Portugal,Porto,Butler Nephew"
"Østrig,Kremstal,Weingut Stadt Krems"
"Frankrig,Saint-Émilion Grand Cru,Château La Croix Montlabert"
"Italien,Soave,Garganuda"
"Argentina,Tupungato,Gen del Alma"
"Frankrig,Saint-Émilion Grand Cru,Clos Trimoulet"
"Italien,Valpolicella Ripasso Classico,Monte Santoccio"
"Italien,Toscana,Il Palazzo"
"Italien,Valpolicella,Garganuda"
"Argentina,Lujan de Cuyo,Krontiras"
"Frankrig,Pouilly-Fumé,Chauveau"
"Frankrig,Bourgogne,Roux Père & Fils"
"Frankrig,Sancerre,Florian Mollet - Domaine Roc de L'Abbaye"
"Frankrig,Haut-Médoc,Château Maurac"
"USA,Lodi,Maddie Lane Vineyards"
"Frankrig,Mercurey,Domaine de Suremain"
"Spanien,Rueda,Casa Rojo"
"Frankrig,Côtes-du-Rhône,Domaine de la Vieille Julienne"
"Italien,Toscana,Tenuta Monteloro"
"Frankrig,Anjou,Château de Fesles"
"Italien,Offida,Cocci Grifoni"
"Frankrig,Bourgogne,Charles Audoin"
"Frankrig,Saint-Émilion Grand Cru,Château Vieux Lescours"
"Frankrig,Sauternes,Clos Haut-Peyraguey"
"Italien,Langhe,Malvirà"
"Italien,Colli Aprutini,Umani Ronchi"
"Spanien,Bierzo,Alvarez de Toledo"
"Frankrig,Haut-Médoc,Château Reysson"
"Frankrig,Languedoc,Domaine Rostaing"
"Italien,Chianti Classico,Barlettaio"
"Italien,Langhe,Fratelli Revello"
"Italien,Toscana,Sono Montenidoli"
"Frankrig,Sancerre,Jean-Paul Picard"
"Frankrig,Graves,Château Jouvente"
"Frankrig,Saint-Julien,Schröder & Schÿler"
"Argentina,Lujan de Cuyo,Familia Blanco"
"Frankrig,Côte de Brouilly,Domaine Blain Soeur & Frere"
"Italien,Bardolino Superiore,Villa Calicantus"
"Italien,Vino Nobile di Montepulciano,Podere Casanova"
"Argentina,Maipu,Krontiras"
"Frankrig,Pays d'Oc,Domaine Begude"
"Italien,Sydtyrol - Alto Adige,Pfitscher"
"Italien,Chianti Classico,Tenuta Degli Dei"
"Italien,Terre Siciliane,Benanti"
"Frankrig,Muscadet-Sevre et Maine,Véronique Günther Chéreau"
"Frankrig,Petit Chablis,Garnier et Fils"
"Italien,Brunello di Montalcino,Cordella"
"Spanien,Mallorca,Can Majoral"
"Italien,Chianti Classico,Tenuta la Novella"
"Italien,Amarone della Valpolicella,Casa Vinicola Bennati"
"Frankrig,Saumur,Domaine de Rocheville"
"Italien,Langhe,Brangero"
"Italien,Colli Orientali del Friuli,Lenuzza"
"USA,Willamette Valley,Fullerton Wines"
"New Zealand,Central Otago,Fincher & Co"
"Frankrig,Beaujolais-Villages,Domaine Mee Godard"
"Italien,Valpolicella Ripasso,Capitello"
"Italien,Salento,Franco Rizzello"
"Chile,Valle del Elqui,Elqui"
"Italien,Montepulciano d'Abruzzo,Torre dei Beati"
"Spanien,Rioja,Olivier Rivière"
"Frankrig,Tavel,Tardieu-Laurent"
"Italien,Basilicata,Paternoster"
"Østrig,Weinviertel,Zuschmann Schöfmann"
"Frankrig,Sancerre,Henry Pellé"
"Frankrig,Blaye - Côtes de Bordeaux,Château d'Anvichar"
"Tyskland,Baden,Weingut Harteneck"
"Italien,Vermentino di Sardegna,Capichera"
"Italien,Colli Orientali del Friuli,Zuc di Volpe"
"Tyskland,Baden,Weingut Wöhrle"
"Italien,Emilia-Romagna,Mara"
"Frankrig,Ventoux,Château Unang"
"Italien,Toscana,Tenuta di Nozzole"
"Italien,Colli Orientali del Friuli,La Roncaia"
"Italien,Etna,I Custodi"
"New Zealand,Hawke's Bay,3 Wooly Sheep"
"Italien,Barbaresco,Natale Verga"
"Italien,Collio,Draga"
"Italien,Marche,Maria Pia Castelli"
"Spanien,Rías Baixas,Corisca"
"Italien,Valpolicella Ripasso,Albino Armani"
"Italien,Toscana,Muschi Alti"
"Italien,Verdicchio dei Castelli di Jesi,Montecappone"
"Frankrig,Bordeaux,Château la Grolet"
"Italien,Maremma Toscana,Azienda Biologica Basile"
"Frankrig,Côtes du Vivarais,Domaine Gallety"
"Sydafrika,Stellenbosch,Blackwater"
"Italien,Sicilia,Cantine Pellegrino"
"Frankrig,Vacqueyras,Crous St Martin"
"Italien,Barbera d'Alba,Malvirà"
"Tyskland,Escherndorf,Horst Sauer"
"Italien,Rosso di Montepulciano,La Combàrbia"
"Frankrig,Limoux,Domaine Begude"
"Frankrig,Petit Chablis,Domaine Schaller Camille & Laurent"
"Italien,Prosecco,Bottega"
"Spanien,Sardón de Duero,Abadía Retuerta"
"Argentina,Mendoza,Escorihuela Gascón"
"Frankrig,Champagne,Castellane"
"Italien,Menfi,Planeta"
"Frankrig,Châteauneuf-du-Pape,Domaine du Vieux Lazaret"
"Italien,Chianti Classico,Fontodi"
"Frankrig,Champagne,Collet"
"Frankrig,Puisseguin-Saint-Émilion,Château des Laurets"
"Italien,Vino Nobile di Montepulciano,Fattoria del Cerro"
"Spanien,Pedro Ximénez Sherry (PX),Barbadillo"
"Italien,Langhe,La Spinetta"
"Argentina,Uco Valley,Luca"
"Frankrig,Champagne,Jean de Villare"
"Frankrig,Champagne,Royer"
"Chile,Aconcagua-dalen,Montes"
"Italien,Barbera d'Alba,Pio Cesare"
"Frankrig,Sancerre,Gitton Père & Fils"
"Frankrig,Bordeaux Supérieur,Château Pey La Tour"
"USA,Central Coast,Calera"
"Frankrig,Champagne,Champagne Devaux"
"Frankrig,Chablis,Jean-Marc Brocard"
"Frankrig,Côtes de Bordeaux,Château Lafitte"
"USA,Sonoma County,Valravn"
"Spanien,Priorat,Cims de Porrera"
"USA,Wahluke Slope,Seven Falls"
"USA,Oregon,Underwood"
"Frankrig,Haute Vallee de l'Aude,Gérard Bertrand"
"Frankrig,Haut-Médoc,Château La Lagune"
"USA,Central Coast,Game of Thrones"
"Frankrig,Haut-Médoc,Château Magnol"
"Italien,Chianti Classico,Arceno"
"Frankrig,Saint-Estèphe,Château Ormes de Pez"
"Frankrig,Pessac-Léognan,Château Haut-Bergey"
"Italien,Toscana,Borgo Scopeto"
"USA,Paso Robles,Troublemaker"
"USA,Central Coast,Smith & Hook"
"Frankrig,Saint-Émilion Grand Cru,Château Gaillard"
"Italien,Prosecco,Pitars"
"Spanien,Amontillado Sherry,Gutiérrez Colosía"
"Italien,Barbera d'Alba,Elio Grasso"
"Portugal,Douro,Quinta do Pégo"
"Spanien,Manzanilla,Juan Pinero"
"Italien,Valpolicella Ripasso Classico,Aldegheri"
"Italien,Brunello di Montalcino,Palazzo"
"Frankrig,Crémant d'Alsace,Domaine Saint-Rémy"
"Frankrig,Saint-Émilion Grand Cru,Château Corbin"
"Italien,Barbera d'Alba,Elio Altare"
"Frankrig,Champagne,Christian Etienne"
"Italien,Valtellina,ARPEPE"
"Frankrig,Pessac-Léognan,Château Gazin Rocquencourt"
"Australien,Sydøstlige Australien,Carson's"
"Frankrig,Haut-Médoc,Château Cambon La Pelouse"
"Spanien,Oloroso Sherry,Gutiérrez Colosía"
"Australien,Grampians,Mount Langi Ghiran"
"Frankrig,Chablis,Domaine Jean Collet"
"Spanien,Granada Sur-Oeste,Horacio Calvente"
"Tyskland,Mosel,Weingut Reinhold Haart"
"Frankrig,Saint-Émilion Grand Cru,Vieux Château des Combes"
"USA,Central Coast,Foxglove"
"Frankrig,Champagne,Veuve Bonneval"
"Portugal,Porto,Alves de Sousa"
"USA,Oregon,Acrobat"
"Frankrig,Saint-Émilion Grand Cru,Château Franc Le Maine"
"Frankrig,Bourgogne,Edouard Delaunay"
"Italien,Terre Siciliane,Occhipinti"
"Italien,Toscana,Piaggia"
"Italien,Valtellina,Balgera"
"Frankrig,Saint-Émilion Grand Cru,Chateau Pierre 1er (Chateau Croix Figeac)"
"Italien,Primitivo di Manduria,Jorche"
